text,category
adjustment subscription late night,other
misc payment bill urgent,other
upi transfer txn for home,other
bank transfer recharge personal,other
cash withdrawal txn personal,other
adjustment bill for home,other
upi transfer recharge for office,other
service fee unclear txn,other
bank transfer txn personal,other
service fee subscrption for home,other
bank transfer booking routine,other
wallet topup order during trip,other
unknown charge purchase personal,other
unknown charge txn personal,other
upi transfer unclear txn,other
service fee unclear txn,other
service fee unclear txn,other
wallet topup unclear txn,other
unknown charge payment urgent,other
upi transfer recharge family use,other
service fee monthy charge family use,other
unknown charge order for home,other
cash withdrawal order urgent,other
cash withdrawal unclear txn,other
cash withdrawal txn late night,other
cash withdrawal payment personal,other
adjustment txn personal,other
adjustment expense late night,other
misc paymnt recharge personal,other
misc paymnt payment during trip,other
adjustment purchase during trip,other
wallet topup unclear txn,other
unknown charge unclear txn,other
wallet topup unclear txn,other
wallet topup payment during trip,other
upi transfer booking during trip,other
bank transfer unclear txn,other
service fee unclear txn,other
cash withdrawal subscription personal,other
bank transfer unclear txn,other
adjustment payment one time,other
service fee txn personal,other
adjustment subscription personal,other
unknown charge expense late night,other
bank transfer purchase for office,other
wallet topup unclear txn,other
wallet topup unclear txn,other
cash withdrawal recharge family use,other
adjustment payment late night,other
service fee subscription for office,other
service fee monthly charge for office,other
wallet topup purchase during trip,other
adjustment recharge routine,other
unknown charge unclear txn,other
wallet topup payment family use,other
upi transfer txn during trip,other
cash withdrawal txn monthly,other
misc payment purchase during trip,other
upi transfer purchase personal,other
cash withdrawal expense one time,other
unknown charge txn for office,other
unknown charge monthly charge late night,other
misc payment subscription monthly,other
service fee bill urgent,other
misc payment order during trip,other
service fee purchase family use,other
cash withdrawal recharge routine,other
adjustment unclear txn,other
upi transfer order monthly,other
upi transfer booking urgent,other
adjustment payment for office,other
bank transfer payment for home,other
misc paymnt unclear txn,other
adjustment purchase routine,other
wallet topup bill for office,other
unknown charge unclear txn,other
wallet topup booking late night,other
service fee expense for home,other
bank transfer expense urgent,other
wallet topup bill urgent,other
upi transfer unclear txn,other
misc payment unclear txn,other
bank transfer bill urgent,other
bank transfer subscription monthly,other
cash withdrawal bill for home,other
upi transfer bill one time,other
adjustment txn routine,other
wallet topup bill personal,other
bank transfer monthly charge routine,other
misc payment monthly charge monthly,other
wallet topup expense routine,other
adjustment subscription family use,other
unknown charge purchase for office,other
wallet topup monthly charge personal,other
cash withdrawal bill during trip,other
cash withdrawal subscription family use,other
adjustment unclear txn,other
unknown charge expense monthly,other
bank transfer bill during trip,other
cash withdrawal order during trip,other
upi transfer payment one time,other
upi transfer txn urgent,other
wallet topup order for office,other
adjustment unclear txn,other
bank transfer unclear txn,other
wallet topup subscription family use,other
